scope,arax_veto_threshold,TopAnswer_count,TopAnswer_vetoed_count,TopAnswer_vetoed_rate,TopAnswer_aragorn_top10_count,TopAnswer_aragorn_top10_vetoed_count,TopAnswer_aragorn_top10_vetoed_rate,TopAnswer_aragorn_top20_count,TopAnswer_aragorn_top20_vetoed_count,TopAnswer_aragorn_top20_vetoed_rate,NeverShow_count,NeverShow_vetoed_count,NeverShow_vetoed_rate,NeverShow_aragorn_top10_count,NeverShow_aragorn_top10_vetoed_count,NeverShow_aragorn_top10_vetoed_rate,NeverShow_aragorn_top20_count,NeverShow_aragorn_top20_vetoed_count,NeverShow_aragorn_top20_vetoed_rate
overall,5,69,46,0.6666666666666666,39,16,0.41025641025641024,53,30,0.5660377358490566,39,36,0.9230769230769231,6,4,0.6666666666666666,7,5,0.7142857142857143
overall,10,69,40,0.5797101449275363,39,10,0.2564102564102564,53,24,0.4528301886792453,39,34,0.8717948717948718,6,3,0.5,7,4,0.5714285714285714
overall,20,69,36,0.5217391304347826,39,10,0.2564102564102564,53,20,0.37735849056603776,39,32,0.8205128205128205,6,2,0.3333333333333333,7,3,0.42857142857142855
overall,25,69,36,0.5217391304347826,39,10,0.2564102564102564,53,20,0.37735849056603776,39,32,0.8205128205128205,6,2,0.3333333333333333,7,3,0.42857142857142855
overall,50,69,31,0.4492753623188406,39,6,0.15384615384615385,53,16,0.3018867924528302,39,30,0.7692307692307693,6,1,0.16666666666666666,7,2,0.2857142857142857
overall,100,69,5,0.07246376811594203,39,0,0.0,53,4,0.07547169811320754,39,26,0.6666666666666666,6,0,0.0,7,1,0.14285714285714285
ARAX_ARA,5,69,46,0.6666666666666666,39,16,0.41025641025641024,53,30,0.5660377358490566,39,36,0.9230769230769231,6,4,0.6666666666666666,7,5,0.7142857142857143
ARAX_ARA,10,69,40,0.5797101449275363,39,10,0.2564102564102564,53,24,0.4528301886792453,39,34,0.8717948717948718,6,3,0.5,7,4,0.5714285714285714
ARAX_ARA,20,69,36,0.5217391304347826,39,10,0.2564102564102564,53,20,0.37735849056603776,39,32,0.8205128205128205,6,2,0.3333333333333333,7,3,0.42857142857142855
ARAX_ARA,25,69,36,0.5217391304347826,39,10,0.2564102564102564,53,20,0.37735849056603776,39,32,0.8205128205128205,6,2,0.3333333333333333,7,3,0.42857142857142855
ARAX_ARA,50,69,31,0.4492753623188406,39,6,0.15384615384615385,53,16,0.3018867924528302,39,30,0.7692307692307693,6,1,0.16666666666666666,7,2,0.2857142857142857
ARAX_ARA,100,69,5,0.07246376811594203,39,0,0.0,53,4,0.07547169811320754,39,26,0.6666666666666666,6,0,0.0,7,1,0.14285714285714285
